user_id,k_core,degree,littlebirdceo,expertise_level
17289,15,23,maxy,Advanced
202832,15,17,Shadetheartist,Advanced
324230,15,23,pdtcaskey,Advanced
303288,15,18,Momo,Advanced
574,15,20,UnwiredBen,Advanced
1266,15,20,ArielP,Advanced
246264,15,20,aMike,Advanced
19507,15,19,Abdul Rehman,Advanced
2544,15,19,Alejandro,Advanced
143233,15,19,gino,Advanced
182859,15,20,Brett K Smith,Advanced
189684,15,15,Tomislav Gudelj,Advanced
333139,15,27,nanash1,Advanced
189327,15,15,Yash Raj,Advanced
10701,15,31,Carl Brannen,Advanced
341991,15,19,Theoristos,Advanced
1295,15,17,TomG,Advanced
824,15,18,jojo l'abricot,Advanced
59403,15,20,2012rcampion,Advanced
217935,15,16,ScottishTapWater,Advanced
299087,15,15,lord commander,Advanced
171585,15,16,John Doe,Advanced
193601,15,19,Britt Kelly,Advanced
2462,15,15,HostileFork says dont trust SE,Advanced
101355,15,18,Viral Embedded,Advanced
160979,15,16,Jack,Advanced
102200,15,17,Roker Pivic,Advanced
29272,15,21,Kevin Fegan,Advanced
92462,15,19,Zane Kaminski,Advanced
160261,15,17,robertkondner,Advanced
22778,15,16,Sergey S.,Advanced
69942,15,19,Kevin Keane,Advanced
3640,15,23,TFD,Advanced
54458,15,19,user2913869,Advanced
251682,15,15,Zac67,Advanced
64236,15,15,JoelAZ,Advanced
7410,15,28,Axis,Advanced
5463,15,22,lyassa,Advanced
233976,15,16,User,Advanced
284605,15,18,Willa,Advanced
1603,15,18,Andrejs Cainikovs,Advanced
99750,15,20,KilowattLaser,Advanced
1271,15,17,Jack Schmidt,Advanced
73421,15,20,Adam Eberbach,Advanced
22505,15,16,Hoppo,Advanced
3712,15,23,EEToronto,Advanced
49176,15,19,raddevus,Advanced
284689,15,18,KASPAROLDENDORFF,Advanced
6631,15,21,dunkers,Advanced
43685,15,15,BenAdamson,Advanced
30761,15,18,Jason C,Advanced
40165,15,18,Steve Barnes,Advanced
11971,15,23,Andrew,Advanced
174444,15,15,Mike Gleason jr Couturier,Advanced
69628,15,18,kelin,Advanced
52625,15,15,Gabe Spradlin,Advanced
126444,15,15,RedOculus,Advanced
68481,15,16,Electroholic,Advanced
101445,15,21,JvO,Advanced
25010,15,16,Ron J.,Advanced
177065,15,20,Zy Gan,Advanced
86065,15,18,Sir Sy,Advanced
1824,15,18,Ron,Advanced
240999,15,25,DSI,Advanced
6070,15,19,Andrzej,Advanced
138831,15,17,pr871,Advanced
940,15,26,Andre Oliveira,Advanced
119719,15,17,Swagatam Majumdar,Advanced
198309,15,17,Michael Harvey,Advanced
20217,15,23,krs013,Advanced
153443,15,23,Glenn,Advanced
89816,15,18,Michael Gorsich,Advanced
19723,15,21,Joseph Perkins,Advanced
10587,15,15,IMRAN AHMAD AWAN,Advanced
4184,15,16,sebf,Advanced
120301,15,22,Sanu - Open Maker,Advanced
8240,15,16,Hair_of_the_Dog,Advanced
43330,15,21,Phil Perry,Advanced
93845,15,20,LShaver,Advanced
178098,15,18,Vance,Advanced
7421,15,28,Argyle,Advanced
113480,15,21,Mustafa YETİŞ,Advanced
21,15,19,mad_z,Advanced
77028,15,15,David Chesney,Advanced
174980,15,15,cmos1982,Advanced
34291,15,17,Wayfaring Stranger,Advanced
137028,15,28,Krishnananda. K. Hegde,Advanced
6412,15,22,Emilio M Bumachar,Advanced
45515,15,18,Mehrad,Advanced
13675,15,22,Anton Kedrov,Advanced
115280,15,18,Transistor Overlord,Advanced
96839,15,15,Martin,Advanced
78256,15,17,MikeTeX,Advanced
70945,15,15,user_1234,Advanced
25599,15,16,0xDBFB7,Advanced
242756,15,16,PMF,Advanced
66006,15,16,Pratik Suthar,Advanced
312812,15,17,pdb5627,Advanced
114297,15,17,Simus994,Advanced
2308,15,24,Austin Phillips,Advanced
37583,15,17,hcabral,Advanced
104695,15,20,Charlie,Advanced
150154,15,15,Stephen,Advanced
284794,15,17,Curious guy,Advanced
114813,15,15,Charles Nobbert,Advanced
2051,15,16,Joe Frazier,Advanced
176142,15,25,john,Advanced
11022,15,17,user148298,Advanced
4921,15,18,Al Bennett,Advanced
10868,15,18,JeeShen Lee,Advanced
171611,15,17,Shredder,Advanced
106122,15,16,JavaLatte,Advanced
12284,15,17,mehdi,Advanced
94346,15,15,Jimmy,Advanced
409,15,18,tinkerlog,Advanced
4584,15,19,tehnyit,Advanced
56807,15,18,maxschlepzig,Advanced
73311,15,21,Swedgin,Advanced
39297,15,16,Florian Castellane,Advanced
78593,15,19,Dimitri,Advanced
16008,15,15,Alberto,Advanced
198443,15,20,MondayTuesdayWednesday,Advanced
5362,15,16,Kristoffon,Advanced
776,15,18,gorilla,Advanced
133882,15,20,cyberponk,Advanced
6116,15,20,tallganglyguy,Advanced
68868,15,21,user68868,Advanced
37506,15,24,Sergio,Advanced
16045,15,15,daniel,Advanced
46655,15,20,Luaan,Advanced
18477,15,15,Jason Kennaly,Advanced
87338,15,21,Captainj2001,Advanced
20579,15,15,Proskit,Advanced
25987,15,15,user25987,Advanced
24825,15,15,Chris Freiberg,Advanced
198898,15,18,Cerike,Advanced
50594,15,17,user2097818,Advanced
85789,15,17,Anton,Advanced
16090,14,22,AProgrammer,Intermediate
102846,14,16,oliver,Intermediate
103704,14,16,SomeoneSomewhereSupportsMonica,Intermediate
140435,14,16,MEZLAW,Intermediate
257933,14,19,zajc3w,Intermediate
10311,14,16,thb,Intermediate
8846,14,17,Cees Meijer,Intermediate
35874,14,22,yuvi,Intermediate
176539,14,16,anon,Intermediate
81163,14,21,Junior,Intermediate
2471,14,17,jet,Intermediate
147996,14,15,uhours,Intermediate
37923,14,18,raggot,Intermediate
213614,14,16,mathengineer,Intermediate
58097,14,14,liliba,Intermediate
37289,14,18,Golaž,Intermediate
58475,14,18,Findus,Intermediate
115589,14,19,slomobile,Intermediate
36845,14,14,John Mladenik,Intermediate
82638,14,18,student,Intermediate
39493,14,14,gasstationwithoutpumps,Intermediate
195444,14,19,amb,Intermediate
25261,14,16,kwesolowski,Intermediate
63933,14,21,Sławomir Kozok,Intermediate
101759,14,18,Filipe Nicoli,Intermediate
82466,14,19,Sider,Intermediate
80080,14,20,Mats,Intermediate
76347,14,14,Raidho Coaxil,Intermediate
50165,14,14,Marcy White,Intermediate
160793,14,14,Mr_Engineer,Intermediate
20597,14,14,Garth Wilson,Intermediate
4807,14,14,Michael,Intermediate
7927,14,14,Tom,Intermediate
204722,14,14,Joshua Glade,Intermediate
70014,14,17,hwengmgr,Intermediate
273929,14,14,Kubulai,Intermediate
143997,14,16,Sam Gallagher,Intermediate
27501,14,21,Diego C Nascimento,Intermediate
66290,14,17,Eric Best,Intermediate
19375,14,21,quetzalcoatl,Intermediate
4130,14,22,Tim,Intermediate
135160,14,18,cyclone125,Intermediate
98451,14,14,Edesign,Intermediate
1860,14,20,Ben Gartner,Intermediate
113375,14,17,Jacob,Intermediate
216596,14,20,Jaywalk,Intermediate
22975,14,23,Oceanic815,Intermediate
212187,14,17,Brandon Hill,Intermediate
320645,14,16,Steve Mathwig,Intermediate
34206,14,14,Tom,Intermediate
18986,14,14,MarkHu,Intermediate
15752,14,14,Jason Gorski,Intermediate
29977,14,16,Brock R.,Intermediate
11935,14,14,kd47,Intermediate
4092,14,16,Allen Houng,Intermediate
17582,14,23,MDMoore313,Intermediate
279986,14,18,ByTor_Hardware,Intermediate
96120,14,20,dpdt,Intermediate
269343,14,17,IanJ,Intermediate
46981,14,15,seetharaman,Intermediate
261490,14,14,someone_else,Intermediate
237575,14,14,rsonx,Intermediate
261480,14,14,gailulun,Intermediate
126578,14,17,SiHa,Intermediate
137038,14,15,1N4007,Intermediate
222664,14,16,mjt,Intermediate
34021,14,14,Wyatt Ward,Intermediate
13480,14,15,Vitim.us,Intermediate
257549,14,14,Ceramicmrno0b,Intermediate
222691,14,14,Ben Watson,Intermediate
5066,14,18,Klox,Intermediate
273925,14,14,user273925,Intermediate
77858,14,19,jfowkes,Intermediate
366175,14,15,arnold8a,Intermediate
82327,14,21,rfkortekaas,Intermediate
261370,14,16,trying,Intermediate
58793,14,19,DigitalNinja,Intermediate
223789,14,16,machtur,Intermediate
147045,14,15,user2497,Intermediate
286668,14,20,Gui llaume,Intermediate
131931,14,17,mathreadler,Intermediate
172530,14,14,user172530,Intermediate
5264,14,20,Brog,Intermediate
2319,14,16,mvr,Intermediate
121687,14,18,Byron McNeil,Intermediate
235387,14,19,Polar Bear,Intermediate
305255,14,18,Louis,Intermediate
41491,14,19,Zeph,Intermediate
87958,14,23,Virange,Intermediate
1267,14,14,Padu Merloti,Intermediate
201420,14,16,rodeone2,Intermediate
19255,14,20,nick g,Intermediate
250213,14,18,Atomique,Intermediate
190721,14,14,micha2070,Intermediate
175916,14,14,Ever,Intermediate
134617,14,14,Cristian Copcea,Intermediate
7644,14,17,Shawn,Intermediate
57473,14,17,Daniel P,Intermediate
130099,14,15,fjohn,Intermediate
68198,14,15,DThought,Intermediate
2713,14,15,smwikipedia,Intermediate
150975,14,16,Sara Heart,Intermediate
3966,14,16,Saad,Intermediate
37270,14,22,Chris Ryding,Intermediate
16263,14,14,TRISAbits,Intermediate
128458,14,16,Schizomorph,Intermediate
7923,14,20,SiegeX,Intermediate
7219,14,26,SDGator,Intermediate
50848,14,18,b.sahu,Intermediate
333269,14,17,Ray Butterworth,Intermediate
46785,14,18,Mark,Intermediate
3424,14,15,Joe Mac,Intermediate
136421,14,18,yo3hcv,Intermediate
18650,14,19,nav,Intermediate
69019,14,22,Mathieu K.,Intermediate
7823,14,20,Dan Is Fiddling By Firelight,Intermediate
18889,14,15,nijoakim,Intermediate
9553,14,21,UziMonkey,Intermediate
195251,14,17,Rudy,Intermediate
22664,14,21,Buzby,Intermediate
283793,14,16,Ken Smith,Intermediate
1850,14,16,avakar,Intermediate
194114,14,19,Hedgehog,Intermediate
43298,14,26,captcha,Intermediate
257,14,14,Mark,Intermediate
79569,14,20,Marcelo Espinoza Vargas,Intermediate
81149,14,16,stanlackey,Intermediate
81300,14,15,muhammad muheeb,Intermediate
4997,14,14,payala,Intermediate
178190,14,18,Willtech,Intermediate
29307,14,15,avinash,Intermediate
87945,14,16,Gabriel Rezende Germanovix,Intermediate
359402,14,14,really not Constantine A. B.,Intermediate
143251,14,21,K. Bourque,Intermediate
124143,14,17,mow,Intermediate
43514,14,21,sww1235,Intermediate
46551,14,15,nkg2743,Intermediate
5020,14,16,Jonathan Cline,Intermediate
150110,14,15,toiler,Intermediate
2744,14,17,AbstractDissonance,Intermediate
245910,14,16,JonathanG,Intermediate
103875,14,19,flodis,Intermediate
1084,14,19,OIO,Intermediate
73698,14,15,Abhishek Tyagi,Intermediate
128715,14,24,pfabri,Intermediate
34695,14,20,wzab,Intermediate
319809,14,15,Joseph Afodu,Intermediate
90983,14,14,mcmayer,Intermediate
28957,14,19,Stewie Griffin,Intermediate
248448,14,16,Jim Klimov,Intermediate
1686,14,17,captncraig,Intermediate
64928,14,15,plasmo,Intermediate
175464,14,17,DDS,Intermediate
1581,14,17,Ender Wiggins,Intermediate
39579,14,21,tehwalris,Intermediate
27499,13,18,Alf,Intermediate
24203,13,16,haneefmubarak,Intermediate
253893,13,16,Hari Krishna,Intermediate
1678,13,18,Brian Knoblauch,Intermediate
7602,13,15,Julia,Intermediate
120852,13,14,saftargholi,Intermediate
140493,13,16,Serge Sergeev,Intermediate
147751,13,15,toonarmycaptain,Intermediate
76061,13,15,user3528438,Intermediate
292959,13,19,maaaaple7,Intermediate
82553,13,21,Brian,Intermediate
65195,13,15,Marco,Intermediate
105140,13,13,Fadoul Souleyman Tidjani,Intermediate
364777,13,14,Jos Bergervoet,Intermediate
10382,13,20,HeyYO,Intermediate
65119,13,13,user65119,Intermediate
96089,13,13,Randy Schneider,Intermediate
61751,13,13,oliver_siegel,Intermediate
81776,13,13,Roman,Intermediate
28179,13,18,amadeus,Intermediate
176988,13,15,Foxie,Intermediate
22874,13,19,JamesHoux,Intermediate
160450,13,14,11011100,Intermediate
83747,13,19,Mohsen,Intermediate
191080,13,19,SOUHARDHYA PAUL,Intermediate
6981,13,17,varesa,Intermediate
117786,13,13,Ronny,Intermediate
305569,13,15,JLCPCB Engineer,Intermediate
7567,13,13,Abdella,Intermediate
95589,13,13,Law,Intermediate
134906,13,13,manuel,Intermediate
5830,13,16,user,Intermediate
558,13,14,chemicaloliver,Intermediate
61425,13,13,Wapiti,Intermediate
233350,13,14,Robert Jonkman,Intermediate
33393,13,13,user33393,Intermediate
65036,13,13,user65036,Intermediate
61657,13,13,Adam,Intermediate
291127,13,13,md-raz,Intermediate
100494,13,16,Eric Urban,Intermediate
980,13,16,Taniwha,Intermediate
3078,13,16,Arturo Gurrola,Intermediate
960,13,17,Digikata,Intermediate
867,13,16,Yann Ramin,Intermediate
368,13,18,morgellon,Intermediate
167629,13,15,Mouthpear,Intermediate
168187,13,18,dwizum,Intermediate
295640,13,15,Julián Oviedo,Intermediate
314296,13,14,John Woodgate,Intermediate
5077,13,14,Nico Erfurth,Intermediate
76650,13,18,sgt_johnny,Intermediate
90586,13,18,WatcherOfAll,Intermediate
20679,13,15,bonchenko,Intermediate
58838,13,13,Sriranga Nayakulu Motamarri,Intermediate
2326,13,20,Danny Staple,Intermediate
3323,13,13,phasormaster,Intermediate
88329,13,14,Franz Forstmayr,Intermediate
186518,13,16,thegamebusterpl,Intermediate
51600,13,14,NathanielJPerkins,Intermediate
149956,13,13,John,Intermediate
217150,13,16,divyam,Intermediate
286343,13,17,Aaron Dennis,Intermediate
268248,13,13,OCPatch,Intermediate
647,13,14,Redwood,Intermediate
351697,13,20,S_G,Intermediate
114979,13,18,gatorback,Intermediate
1467,13,17,Duane Benson,Intermediate
6195,13,20,Dan,Intermediate
2257,13,18,Eric Cox,Intermediate
1877,13,13,Prof. Falken,Intermediate
211000,13,20,Dan Khan,Intermediate
9349,13,15,Art Brown,Intermediate
147937,13,15,Sushant Kumar,Intermediate
167942,13,13,JosefC,Intermediate
109633,13,17,Farcher,Intermediate
7241,13,20,Hellonearthis,Intermediate
43247,13,18,Handoko,Intermediate
5970,13,15,D_Weight,Intermediate
16372,13,17,czgut,Intermediate
150352,13,15,kva,Intermediate
51362,13,13,Gerry,Intermediate
108265,13,17,user3418620,Intermediate
211952,13,13,Radhakrishnan Nv,Intermediate
16939,13,24,fm_andreas,Intermediate
31199,13,14,jjmilburn,Intermediate
202616,13,14,Chengxian Zhang,Intermediate
38006,13,18,Chalky,Intermediate
36161,13,22,adetelec,Intermediate
97679,13,15,cst1992,Intermediate
198509,13,13,Christophe Gudlake,Intermediate
483,13,15,user483,Intermediate
70502,13,20,zupazt3,Intermediate
298496,13,13,Dnyaneshwar Shingare,Intermediate
338687,13,13,Yashodha,Intermediate
279339,13,15,AI0867,Intermediate
51335,13,18,Andrew,Intermediate
5211,13,13,richarddonkin,Intermediate
8681,13,15,Marcks Thomas,Intermediate
263083,13,15,Ranbir Khanna,Intermediate
194938,13,19,MartinF,Intermediate
10136,13,18,thomas.cloud,Intermediate
207047,13,14,ORHAN YILMAZ,Intermediate
52293,13,19,niels1,Intermediate
7291,13,14,user7291,Intermediate
110019,13,13,Digital Dude,Intermediate
178562,13,19,Greenaum,Intermediate
258486,13,15,Rahmany,Intermediate
268330,13,13,Trillian,Intermediate
267503,13,15,FrontRanger,Intermediate
118324,13,13,bloody,Intermediate
8816,13,14,gbmhunter,Intermediate
56294,13,20,Matt in Canada,Intermediate
148715,13,13,Davislor,Intermediate
263863,13,18,troubleshooter,Intermediate
6179,13,19,Rory O'Hare,Intermediate
251978,13,13,Agustin Ochoa,Intermediate
297166,13,13,Purple Lady,Intermediate
69474,13,14,Richard Thiessen,Intermediate
86477,13,13,Der Kommissar,Intermediate
59188,13,17,hooskworks,Intermediate
284395,13,14,Ken Mercer,Intermediate
10386,13,21,Andres,Intermediate
136366,13,17,nabulator,Intermediate
81616,13,17,john bower,Intermediate
232260,13,14,abb,Intermediate
83609,13,16,Weaverworm,Intermediate
293739,13,13,Vladimir Nesterovsky,Intermediate
66847,13,17,Sabir Moglad,Intermediate
11926,13,21,Gossamer,Intermediate
13393,13,17,tarabyte,Intermediate
34172,13,15,user35648,Intermediate
46321,13,15,sanchises,Intermediate
39893,13,13,musefian,Intermediate
158861,13,14,Alexander Krämer,Intermediate
29788,13,23,Dr Coconut,Intermediate
124953,13,14,MikeW,Intermediate
39578,13,14,Jonas Schäfer,Intermediate
356475,13,14,Jimski,Intermediate
38347,13,20,Matthijs,Intermediate
194474,13,19,PotatoSalad,Intermediate
46747,13,14,ZOMGnerd,Intermediate
321920,13,13,Greg7000,Intermediate
232306,13,13,Oscar,Intermediate
141032,13,13,zwiebelspaetzle,Intermediate
321888,13,13,Leon Frickenschmidt,Intermediate
82420,13,13,nadgetastic,Intermediate
152931,13,15,karthik Jay,Intermediate
11813,13,16,Prasan Dutt,Intermediate
95843,13,16,aDub,Intermediate
85808,13,15,Martin,Intermediate
198508,13,17,rsbonini,Intermediate
6813,13,14,James,Intermediate
232641,13,16,MikeB,Intermediate
236452,13,17,Geoff Griswald,Intermediate
43695,13,17,JStark,Intermediate
115544,13,13,Mark,Intermediate
19226,13,13,Compro01,Intermediate
6287,13,17,Tevo D,Intermediate
15273,13,17,abey,Intermediate
3393,13,18,Caleb,Intermediate
194795,13,14,Jeff Wahaus,Intermediate
850,13,16,Matt,Intermediate
1357,13,16,Conrad B,Intermediate
258139,13,15,Genorme,Intermediate
116274,13,15,Unknown123,Intermediate
115195,13,16,Carla H.,Intermediate
205131,13,17,Garyd,Intermediate
134960,13,14,555,Intermediate
52628,13,18,Beyonder,Intermediate
3419,13,16,Matt Casey,Intermediate
39383,13,14,John Go-Soco,Intermediate
69056,13,20,aaa,Intermediate
34148,13,16,flup,Intermediate
16018,13,18,Jonas Stein,Intermediate
248863,13,15,Simon,Intermediate
24666,13,14,Adam,Intermediate
224278,13,14,Cheche Romo,Intermediate
51006,13,16,Jamie Hanrahan,Intermediate
1305,13,14,BlueRaja - Danny Pflughoeft,Intermediate
321887,13,13,EnderSlayer7692,Intermediate
203361,13,15,Fat32,Intermediate
72206,13,14,Elliott Martinson,Intermediate
95368,13,14,Digiproc,Intermediate
61488,13,13,dgreenheck,Intermediate
72504,13,16,jwsc,Intermediate
37984,13,16,qce88,Intermediate
279698,13,15,Grace ,Intermediate
8748,13,19,Jugurtha Hadjar,Intermediate
367850,13,14,Line Item,Intermediate
120263,13,16,Drummy,Intermediate
116755,13,14,klamb,Intermediate
28484,13,15,David Sainty,Intermediate
50500,13,13,Buck8pe,Intermediate
134511,13,16,Cactus1549,Intermediate
59346,13,15,chintu,Intermediate
15639,13,22,Mariano Alvira,Intermediate
138500,13,16,JLo,Intermediate
30020,13,21,user5108_Dan,Intermediate
66142,13,21,Reidar Gjerstad,Intermediate
17124,13,16,daniel.franzini,Intermediate
304264,13,13,Nice Nice,Intermediate
40420,13,17,dataBus,Intermediate
76001,13,14,V-Red,Intermediate
110946,13,13,David,Intermediate
225904,12,12,Woody,Intermediate
131121,12,12,Aaganrmu,Intermediate
223580,12,13,Parker,Intermediate
43699,12,13,NaturalDemon,Intermediate
30525,12,17,Geert Goeteyn,Intermediate
16658,12,13,Henning Larsen,Intermediate
14172,12,15,Ross Millikan,Intermediate
127133,12,12,Luminaire,Intermediate
158488,12,12,Andy Fawcett,Intermediate
112000,12,15,Toni Homedes i Saun,Intermediate
412,12,12,Andrew,Intermediate
2115,12,13,stbtra,Intermediate
158485,12,12,Robin Pain,Intermediate
259921,12,15,Schuyler Horky,Intermediate
4772,12,12,BobEmbed,Intermediate
1575,12,13,ThaKidd KG5ORD,Intermediate
256932,12,17,Martin Stiko,Intermediate
90657,12,15,Chi,Intermediate
99568,12,14,dominecf,Intermediate
88310,12,13,Fuffer,Intermediate
244728,12,15,Adam Q,Intermediate
5520,12,14,bjbsquared,Intermediate
6611,12,12,Ernest Mueller,Intermediate
5691,12,13,ubiyubix,Intermediate
268551,12,13,Sacha,Intermediate
204718,12,12,shwoseph,Intermediate
225890,12,12,Goodlife77,Intermediate
24368,12,17,user24368,Intermediate
25971,12,12,ITguy,Intermediate
10728,12,12,Ben Mordecai,Intermediate
337962,12,12,Mikha,Intermediate
264233,12,14,MartinC,Intermediate
250203,12,12,user250203,Intermediate
50862,12,17,lvella,Intermediate
192721,12,12,Grant White,Intermediate
2464,12,12,McPherrinM,Intermediate
200958,12,14,Undertalk,Intermediate
213868,12,14,Jimbo,Intermediate
15837,12,12,Rckt,Intermediate
2548,12,12,Dour High Arch,Intermediate
13447,12,13,Gerhard,Intermediate
38459,12,12,dwhall,Intermediate
11269,12,12,Frobozz512,Intermediate
114730,12,14,Martin Beckett,Intermediate
89238,12,12,Belrog,Intermediate
256265,12,13,KJ7LNW,Intermediate
43172,12,15,Mike,Intermediate
94035,12,14,Steve771,Intermediate
4574,12,12,WillyWonka,Intermediate
317269,12,14,Jean,Intermediate
61931,12,12,roboknight,Intermediate
33902,12,16,user2990061,Intermediate
1891,12,18,John Dowdell,Intermediate
177558,12,16,Jerzy Muszynski,Intermediate
54833,12,15,JDługosz,Intermediate
121457,12,16,ChrisD91,Intermediate
86159,12,16,Damon,Intermediate
108432,12,14,Trashman,Intermediate
289202,12,12,QuadmasterXLII,Intermediate
253956,12,16,Hufi,Intermediate
271000,12,16,binaryOps20,Intermediate
186239,12,17,user186239,Intermediate
288914,12,12,user3158381,Intermediate
610,12,13,raphael,Intermediate
504,12,13,Tim,Intermediate
168436,12,12,David,Intermediate
3771,12,19,Sergio Campamá,Intermediate
31044,12,12,Steve,Intermediate
118468,12,12,jun v,Intermediate
157848,12,12,ab1jx,Intermediate
3365,12,15,Havok,Intermediate
251002,12,15,Jack Danniels,Intermediate
69466,12,12,Tony GR,Intermediate
128134,12,13,John Nagle,Intermediate
66151,12,20,sergiol,Intermediate
225776,12,12,Andrew Crews,Intermediate
132626,12,16,marshal craft,Intermediate
23320,12,15,scrafy,Intermediate
223146,12,12,Ed V,Intermediate
46082,12,14,Dave Branton,Intermediate
84649,12,17,Simon Tillson,Intermediate
52495,12,17,Jon Watkins,Intermediate
223650,12,20,Daniel K,Intermediate
3906,12,12,some.hacker,Intermediate
133817,12,14,Jay Hughes,Intermediate
218,12,17,icabrindus,Intermediate
313,12,14,bobdole369,Intermediate
136825,12,16,Pat,Intermediate
1468,12,15,Alex Hirzel,Intermediate
65471,12,15,Atsby,Intermediate
16555,12,15,Bip,Intermediate
560,12,14,Eli Bendersky,Intermediate
40042,12,15,arne,Intermediate
12093,12,16,Arturas Aleksandrovas,Intermediate
218968,12,21,Wendall,Intermediate
59860,12,13,hbaderts,Intermediate
10490,12,16,AdamC,Intermediate
297448,12,13,AhmedH2O,Intermediate
1673,12,14,J.P.Wack,Intermediate
2993,12,17,aloishis89,Intermediate
4673,12,16,dhsieh2,Intermediate
148074,12,20,The_Vintage_Collector,Intermediate
189890,12,15,foreverska,Intermediate
60059,12,15,James Wagner,Intermediate
921,12,16,itisravi,Intermediate
356432,12,12,Stoyno Stoynov,Intermediate
1350,12,12,mouviciel,Intermediate
50108,12,14,DerManu,Intermediate
66235,12,16,Chuck,Intermediate
208707,12,13,Suzuna Minami,Intermediate
25270,12,20,Salman Azmat,Intermediate
20626,12,13,Zebra North,Intermediate
37538,12,12,jcoffland,Intermediate
32563,12,12,dmsnell,Intermediate
80912,12,16,Secto Kia,Intermediate
98555,12,15,Geof I,Intermediate
163083,12,14,Doug12745,Intermediate
39296,12,14,Electropepper,Intermediate
29554,12,12,ChrisPhoenix,Intermediate
981,12,12,Zork,Intermediate
109454,12,18,Alex,Intermediate
141377,12,12,wav scientist,Intermediate
127319,12,15,Zaid Al Shattle,Intermediate
90698,12,12,MaxBlack,Intermediate
25859,12,12,drom,Intermediate
237408,12,12,Polar Bear,Intermediate
237381,12,12,user222134,Intermediate
148367,12,13,DWD,Intermediate
7747,12,17,Scott Driscoll,Intermediate
207587,12,16,Limer,Intermediate
74846,12,14,IanR,Intermediate
86059,12,12,Trevor Gross,Intermediate
227384,12,12,Mordecai,Intermediate
39947,12,16,Tyler Durden,Intermediate
51052,12,14,M. Abel,Intermediate
11947,12,15,Tony Ennis,Intermediate
101604,12,12,Peter,Intermediate
131228,12,12,George McWilliams,Intermediate
211362,12,12,RobN52,Intermediate
11927,12,15,bootchk,Intermediate
56201,12,16,erebos,Intermediate
53619,12,12,dfernseb,Intermediate
251943,12,15,Eloy Calatrava,Intermediate
46685,12,12,SFCircuits,Intermediate
7501,12,17,Dave Nadler,Intermediate
51728,12,17,olltsu,Intermediate
220804,12,17,Volodymyr Kalinyak,Intermediate
45951,12,12,Stefan,Intermediate
52558,12,16,Mert Gülsoy,Intermediate
828,12,12,nootropic,Intermediate
30751,12,12,Darrin Waters,Intermediate
89273,12,15,GPS,Intermediate
69821,12,16,user69821,Intermediate
39148,12,12,Raydot,Intermediate
9252,12,15,ArunMKumar,Intermediate
235097,12,19,Michael,Intermediate
17331,12,12,superkittens,Intermediate
2298,12,12,alexandrul,Intermediate
27000,12,12,Jay,Intermediate
45436,12,12,hmdz,Intermediate
24816,12,13,desqa,Intermediate
238012,12,16,Andrew Androsow,Intermediate
25958,12,16,Chirry,Intermediate
8746,12,12,Rikkitikki,Intermediate
309826,12,13,mooshoomatt,Intermediate
195939,12,15,Darius,Intermediate
118264,12,13,funaquarius24,Intermediate
6366,12,21,Nate,Intermediate
357975,12,12,MadMonty,Intermediate
4713,12,17,brainwash,Intermediate
106590,12,12,Mahfuzul Islam,Intermediate
61258,12,18,gstorto,Intermediate
25093,12,16,user25093,Intermediate
69752,12,15,Talk2,Intermediate
121188,12,12,Mc_Knight,Intermediate
196495,12,12,Sean Karl,Intermediate
206624,12,12,Rebrackin,Intermediate
175778,12,18,Marcos,Intermediate
212215,12,15,sh-,Intermediate
348715,12,16,Michal Dudka,Intermediate
84299,12,13,rhody,Intermediate
8141,12,12,neelam singh,Intermediate
227800,12,13,Rohit Gupta,Intermediate
148916,12,14,Paul Smith,Intermediate
13718,12,20,Michael Choi,Intermediate
2960,12,16,ralight,Intermediate
3273,12,16,Seth Archer Brown,Intermediate
58042,12,16,thisjt,Intermediate
4387,12,17,Chiggs,Intermediate
169774,12,13,LateDev,Intermediate
40321,12,12,Fritz,Intermediate
1655,12,12,Scott Chamberlain,Intermediate
9629,12,16,Ladislav,Intermediate
22706,12,15,Johnny,Intermediate
212619,12,13,jreese,Intermediate
243898,12,13,fifi_22,Intermediate
139744,12,17,RodezIO,Intermediate
8144,12,29,Manishearth,Intermediate
120135,12,14,Matthias Luh,Intermediate
73246,12,17,steve,Intermediate
6225,12,13,mxyzplk,Intermediate
180075,12,12,K. Krull,Intermediate
81528,12,12,Snappawapa,Intermediate
2235,12,14,Joe Koberg,Intermediate
64740,12,15,Kai,Intermediate
22899,12,31,baldengineer,Intermediate
23997,12,16,TimH - Codidact,Intermediate
19902,12,19,Octopus,Intermediate
362242,12,12,Jonas,Intermediate
338239,12,12,Raf,Intermediate
192980,12,14,Marco Zollinger,Intermediate
41267,12,14,John Johnson,Intermediate
198925,12,12,Double E CPU,Intermediate
1200,12,19,Rick_2047,Intermediate
151440,12,14,Scott McGowan,Intermediate
135288,12,12,FourierFlux,Intermediate
23786,12,13,Robert,Intermediate
18442,12,17,Anonymous Penguin,Intermediate
26376,12,14,stark,Intermediate
25092,12,13,kolibri,Intermediate
348483,12,15,Jaredo Mills,Intermediate
170712,12,13,Josemi Rodríguez,Intermediate
43434,12,15,Basj,Intermediate
38692,12,13,crocboy,Intermediate
3812,12,13,user3812,Intermediate
202241,12,15,MaxwellEE,Intermediate
117820,12,13,Abhimanyu Efy,Intermediate
10224,12,12,davidmneedham,Intermediate
